run_name,t_s,dt_s,soc_pct,voltage_mV,temperature_C,temperature_cpu_C,temp_cpu_hat_C,temp_batt_hat_C,temp_leak_hat_C,power_total_mW,power_cpu_mW,power_screen_mW,is_gps_on,cellular_on,p0_pred_mW,power_pred_mW,resid0_mW,gps_fit_source,cell_fit_source
20260131_230812_S1-HS-1,223.0,3.0,98,4369,35.6,41.879,41.46325881682063,35.01862303153094,39.52986808123372,1214.86,153.76033333333334,0.0,1,1,2066.0448062753417,2066.0448062753417,-851.1848062753418,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,226.0,4.0,98,4369,35.6,42.264,42.07173348807591,35.017619219510145,39.95549920750618,1319.74,122.93975,0.0,1,1,1698.3717615478035,1698.3717615478035,-378.63176154780353,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,230.0,4.0,98,4369,35.6,44.631,41.35554407327534,35.016333919329604,39.453781027091615,1280.996,124.098,0.0,1,1,1705.3963217307469,1705.3963217307469,-424.4003217307468,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,234.0,3.0,98,4369,35.6,43.237,41.19352321270496,35.01499515723348,39.33996479606351,1438.059,163.58266666666665,0.0,1,1,2182.5154268835986,2182.5154268835986,-744.4564268835986,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,237.0,4.0,98,4369,35.6,42.667,42.20579425643707,35.01398490051909,40.04825144966168,1411.187,119.31275,0.0,1,1,1655.7253872520655,1655.7253872520655,-244.5383872520656,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,241.0,4.0,98,4369,35.6,41.853,41.26248975589219,35.012723834125495,39.38755997936218,1327.5679999999998,126.1215,0.0,1,1,1729.0193785317038,1729.0193785317038,-401.451378531704,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,245.0,3.0,98,4369,35.6,45.01,41.23623876202302,35.01139076678288,39.36878436345098,1945.452,170.85266666666666,0.0,1,1,2271.043877005564,2271.043877005564,-325.5918770055639,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,248.0,4.0,98,4369,35.6,44.405,42.416397595923236,35.01039303756602,40.194596228416074,1598.322,133.24175,0.0,1,1,1826.6949725278512,1826.6949725278512,-228.3729725278513,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,252.0,4.0,98,4369,35.6,45.623,41.811925221126714,35.00916226714443,39.771096334932025,1623.408,128.20725,0.0,1,1,1759.6228168345888,1759.6228168345888,-136.21481683458887,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,256.0,4.0,98,4369,35.6,46.02,41.46245707766295,35.00788691011932,39.526086027399856,1653.956,148.07125,0.0,1,1,1997.023128956027,1997.023128956027,-343.0671289560271,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,260.0,4.0,98,4369,35.6,43.432,42.06543182109222,35.00658784586781,39.947778628524894,1562.67,126.30325,0.0,1,1,1739.0380292630698,1739.0380292630698,-176.36802926306973,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,264.0,4.0,98,4369,35.6,42.567,41.46479656838743,35.00534253466556,39.52696035827086,2143.644,138.6645,0.0,1,1,1882.9960676491016,1882.9960676491016,260.64793235089815,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,268.0,4.0,98,4369,35.6,42.686,41.73159760079781,35.004053001960024,39.713334221146475,1472.3529999999998,130.20525,0.0,1,1,1783.0348776452504,1783.0348776452504,-310.68187764525055,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
